"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"M","$40K - $60K","casado","graduacao","3877.16","1942.38","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","mestrado","3280.71","2534.5","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","11023.5","1656.43","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","na","mestrado","6182.82","3546.06","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","5779.63","2102.05","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","doutorado","7571.98","2273.2","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","graduacao","4274.43","2257.4","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","doutorado","4980.76","2273.85","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","3156.9","1376.17","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","6861.87","3974.26","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","15554.96","2836.28","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","na","mestrado","5369.26","1898.81","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","17742.28","3369.13","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2591.0","2123.1","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2800.77","1571.85","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","doutorado","26053.49","2768.11","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","solteiro","graduacao","6316.99","2401.16","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4658.42","1351.24","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","divorciado","mestrado","6476.27","2723.24","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","9033.57","1661.79","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","28751.64","1502.23","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","doutorado","11862.36","2576.41","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","6551.41","2429.07","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","doutorado","4533.3","2679.09","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","1854.7","1307.59","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","34516.63","3259.6","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","solteiro","graduacao","5489.43","4085.14","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2481.55","1825.68","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","solteiro","doutorado","5905.1","3982.84","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","5240.78","2172.86","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","graduacao","9857.16","3448.47","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","6369.44","2675.55","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","1575.2","644.06","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","6679.35","1649.57","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","6458.41","2315.9","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","2801.04","1526.64","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","na","mestrado","1438.86","1786.0","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","32096.07","2619.64","limite de crédito médio para alto","volume de transação média para alta"
"F","na","casado","mestrado","3014.54","1488.86","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","2555.0","3127.19","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","34516.29","2421.24","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","26372.69","2291.26","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","8203.92","2910.53","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","doutorado","2655.32","1921.14","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","mestrado","13655.83","2383.87","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","12169.23","1599.58","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","solteiro","doutorado","2598.91","2483.86","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","mestrado","10566.21","2156.23","limite de crédito médio para alto","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","8232.53","2849.62","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","mestrado","26365.88","3411.04","limite de crédito médio para alto","volume de transação média para alta"
"M","$120K +","casado","mestrado","14869.03","2753.82","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","2300.78","1693.5","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","divorciado","mestrado","3176.25","2298.57","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","21875.44","1327.02","limite de crédito médio para alto","volume de transação média para baixa"
"M","$60K - $80K","casado","graduacao","17404.44","4491.23","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","34516.91","3205.12","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","solteiro","mestrado","13919.92","3699.64","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","18672.71","1126.9","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","17198.56","4042.73","limite de crédito médio para alto","volume de transação média para alta"
